player_name,line,emp_prob_last_3,emp_prob_last_5,emp_prob_last_7,emp_prob_last_10
Adam Saad,9.5,1,0.8,0.8571428571428571,0.9
Adam Saad,11.5,0.6666666666666666,0.4,0.42857142857142855,0.6
Adam Saad,13.5,0.6666666666666666,0.4,0.42857142857142855,0.4
Adam Saad,15.5,0,0,0.14285714285714288,0.1
Adam Saad,17.5,0,0,0.14285714285714288,0.1
Adam Saad,19.5,0,0,0,0
Adam Saad,21.5,0,0,0,0
Alex Davies,9.5,0.33333333333333337,0.2,0.2857142857142857,0.2
Alex Neal-Bullen,9.5,1,0.8,0.7142857142857143,0.6
Alex Neal-Bullen,11.5,0.6666666666666666,0.6,0.42857142857142855,0.4
Alex Neal-Bullen,13.5,0,0.2,0.14285714285714288,0.2
Alex Sexton,9.5,0,0.2,0.14285714285714288,0.4
Alex Sexton,11.5,0,0.2,0.14285714285714288,0.3
Alex Sexton,13.5,0,0.2,0.14285714285714288,0.3
Alixzander Tauru,9.5,0.33333333333333337,0.2,0.14285714285714288,NA
Alixzander Tauru,11.5,0,0,0,NA
Andrew Brayshaw,9.5,0.6666666666666666,0.6,0.7142857142857143,0.8
Andrew Brayshaw,11.5,0.6666666666666666,0.6,0.5714285714285714,0.7
Andrew Brayshaw,13.5,0,0.2,0.2857142857142857,0.4
Andrew Brayshaw,15.5,0,0.2,0.14285714285714288,0.2
Andrew Brayshaw,17.5,0,0,0,0.10000000000000002
Andrew Brayshaw,19.5,0,0,0,0
Andrew McGrath,9.5,0.33333333333333337,0.4,0.2857142857142857,0.3
Andrew McGrath,11.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Andrew McGrath,13.5,0,0,0,0
Andrew McGrath,15.5,0,0,0,0
Angus Clarke,9.5,0.33333333333333337,0.4,0.5714285714285714,0.5
Angus Clarke,11.5,0,0,0,0
Angus Clarke,13.5,0,0,0,0
Angus Sheldrick,9.5,0.6666666666666666,0.6,0.42857142857142855,0.4
Angus Sheldrick,11.5,0.6666666666666666,0.4,0.2857142857142857,0.3
Angus Sheldrick,13.5,0.6666666666666666,0.4,0.2857142857142857,0.3
Angus Sheldrick,15.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Angus Sheldrick,17.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Archie Perkins,9.5,0,0,0,0.10000000000000002
Archie Perkins,11.5,0,0,0,0.10000000000000002
Archie Roberts,9.5,1,0.8,0.8571428571428571,0.8
Archie Roberts,11.5,1,0.8,0.7142857142857143,0.7
Archie Roberts,13.5,0.33333333333333337,0.4,0.2857142857142857,0.2
Archie Roberts,15.5,0.33333333333333337,0.4,0.2857142857142857,0.2
Archie Roberts,17.5,0.33333333333333337,0.4,0.2857142857142857,0.2
Archie Roberts,19.5,0,0,0,0
Archie Roberts,21.5,0,0,0,0
Ashton Moir,9.5,0,0,0,NA
Bailey Banfield,9.5,0.6666666666666666,0.6,0.5714285714285714,0.5
Bailey Banfield,11.5,0,0,0,0.10000000000000002
Bailey Banfield,13.5,0,0,0,0
Bailey Dale,15.5,1,0.8,0.7142857142857143,0.8
Bailey Dale,17.5,0.33333333333333337,0.4,0.42857142857142855,0.6
Bailey Dale,19.5,0.33333333333333337,0.4,0.42857142857142855,0.5
Bailey Dale,21.5,0,0.2,0.14285714285714288,0.3
Bailey Dale,23.5,0,0.2,0.14285714285714288,0.1
Bailey Dale,25.5,0,0,0,0
Bailey Dale,27.5,0,0,0,0
Bailey Scott,9.5,0,0,0,0.20000000000000004
Bailey Scott,11.5,0,0,0,0
Bailey Scott,13.5,0,0,0,0
Bailey Smith,15.5,1,0.8,0.8571428571428571,0.9
Bailey Smith,17.5,1,0.6,0.7142857142857143,0.8
Bailey Smith,19.5,0.6666666666666666,0.4,0.42857142857142855,0.5
Bailey Smith,21.5,0.33333333333333337,0.2,0.2857142857142857,0.4
Bailey Smith,23.5,0.33333333333333337,0.2,0.2857142857142857,0.4
Bailey Smith,25.5,0,0,0.14285714285714288,0.2
Bailey Smith,27.5,0,0,0.14285714285714288,0.1
Beau McCreery,9.5,0,0,0.14285714285714288,0.1
Beau McCreery,11.5,0,0,0,0
Beau McCreery,13.5,0,0,0,0
Beau McCreery,15.5,0,0,0,0
Ben Ainsworth,9.5,0.33333333333333337,0.2,0.2857142857142857,0.2
Ben Ainsworth,11.5,0,0,0,0
Ben Hobbs,9.5,0.33333333333333337,0.2,0.2857142857142857,0.2
Ben Hobbs,11.5,0,0,0.14285714285714288,0.1
Ben Keays,9.5,0.6666666666666666,0.6,0.7142857142857143,0.8
Ben Keays,11.5,0.33333333333333337,0.2,0.2857142857142857,0.3
Ben Keays,13.5,0.33333333333333337,0.2,0.2857142857142857,0.2
