player_name,line,emp_prob_last_3,emp_prob_last_5,emp_prob_last_7,emp_prob_last_10
Aaron Cadman,0.5,1,1,1,1
Aaron Cadman,1.5,1,0.8,0.8571428571428571,0.8
Aaron Cadman,2,0.6666666666666666,0.6,0.5714285714285714,0.5
Aaron Cadman,2.5,0.6666666666666666,0.6,0.5714285714285714,0.5
Aaron Cadman,3.5,0.33333333333333337,0.4,0.2857142857142857,0.3
Aaron Cadman,4.5,0,0.2,0.14285714285714288,0.2
Aaron Cadman,5.5,0,0.2,0.14285714285714288,0.1
Aaron Naughton,0.5,1,1,1,0.9
Aaron Naughton,1.5,1,1,1,0.8
Aaron Naughton,2.5,1,0.8,0.8571428571428571,0.7
Aaron Naughton,3.5,1,0.8,0.7142857142857143,0.5
Aaron Naughton,4,1,0.8,0.7142857142857143,0.5
Aaron Naughton,4.5,1,0.8,0.7142857142857143,0.5
Aaron Naughton,5.5,0.33333333333333337,0.2,0.14285714285714288,0.1
Aaron Naughton,6.5,0.33333333333333337,0.2,0.14285714285714288,0.1
Aaron Naughton,7.5,0,0,0,0
Aaron Naughton,8.5,0,0,0,0
Aaron Naughton,9.5,0,0,0,0
Adam Saad,0.5,0,0,0,0.1
Adam Saad,1.5,0,0,0,0
Adam Saad,2.5,0,0,0,0
Adam Saad,3.5,0,0,0,0
Adam Saad,4.5,0,0,0,0
Adam Saad,5.5,0,0,0,0
Alex Davies,0.5,0,0.2,0.14285714285714288,0.1
Alex Davies,1.5,0,0,0,0
Alex Davies,2.5,0,0,0,0
Alex Davies,3.5,0,0,0,0
Alex Davies,4.5,0,0,0,0
Alex Davies,5.5,0,0,0,0
Alex Neal-Bullen,0.5,0.6666666666666666,0.6,0.42857142857142855,0.4
Alex Neal-Bullen,1.5,0,0.2,0.14285714285714288,0.1
Alex Neal-Bullen,2.5,0,0.2,0.14285714285714288,0.1
Alex Neal-Bullen,3.5,0,0,0,0
Alex Neal-Bullen,4.5,0,0,0,0
Alex Neal-Bullen,5.5,0,0,0,0
Alex Sexton,0.5,0,0,0.14285714285714288,0.1
Alex Sexton,1.5,0,0,0,0
Alex Sexton,2.5,0,0,0,0
Alex Sexton,3.5,0,0,0,0
Alex Sexton,4.5,0,0,0,0
Alex Sexton,5.5,0,0,0,0
Aliir Aliir,0.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Aliir Aliir,1.5,0,0,0,0
Aliir Aliir,2.5,0,0,0,0
Aliir Aliir,3.5,0,0,0,0
Aliir Aliir,4.5,0,0,0,0
Aliir Aliir,5.5,0,0,0,0
Angus Sheldrick,0.5,0.33333333333333337,0.4,0.2857142857142857,0.2
Angus Sheldrick,1.5,0,0,0,0
Angus Sheldrick,2.5,0,0,0,0
Angus Sheldrick,3.5,0,0,0,0
Angus Sheldrick,4.5,0,0,0,0
Angus Sheldrick,5.5,0,0,0,0
Ashton Moir,0.5,0.6666666666666666,0.6,0.5714285714285714,NA
Ashton Moir,1.5,0,0.2,0.14285714285714288,NA
Ashton Moir,2.5,0,0.2,0.14285714285714288,NA
Ashton Moir,3.5,0,0.2,0.14285714285714288,NA
Ashton Moir,4.5,0,0,0,NA
Ashton Moir,5.5,0,0,0,NA
Bailey Dale,0.5,0,0,0.14285714285714288,0.1
Bailey Dale,1.5,0,0,0.14285714285714288,0.1
Bailey Dale,2.5,0,0,0,0
Bailey Dale,3.5,0,0,0,0
Bailey Dale,4.5,0,0,0,0
Bailey Dale,5.5,0,0,0,0
Bailey J. Williams,0.5,0.33333333333333337,0.6,0.5714285714285714,0.6
Bailey J. Williams,1.5,0,0,0.14285714285714288,0.3
Bailey J. Williams,2.5,0,0,0.14285714285714288,0.1
Bailey J. Williams,3.5,0,0,0,0
Bailey J. Williams,4.5,0,0,0,0
Bailey J. Williams,5.5,0,0,0,0
Bailey Scott,0.5,0,0,0,0.20000000000000004
Bailey Scott,1.5,0,0,0,0
Bailey Scott,2.5,0,0,0,0
Bailey Scott,3.5,0,0,0,0
Bailey Scott,4.5,0,0,0,0
Bailey Scott,5.5,0,0,0,0
Bailey Smith,0.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Bailey Smith,1.5,0,0,0,0
Bailey Smith,2.5,0,0,0,0
Bailey Smith,3.5,0,0,0,0
Bailey Smith,4.5,0,0,0,0
Bailey Smith,5.5,0,0,0,0
Bailey Williams,0.5,0.33333333333333337,0.2,0.14285714285714288,0.2
Bailey Williams,1.5,0,0,0,0
Bailey Williams,2.5,0,0,0,0
Bailey Williams,3.5,0,0,0,0
Bailey Williams,4.5,0,0,0,0
Bailey Williams,5.5,0,0,0,0
Bayley Fritsch,0.5,1,1,1,1
Bayley Fritsch,1.5,1,1,0.8571428571428571,0.8
Bayley Fritsch,2.5,0.6666666666666666,0.6,0.42857142857142855,0.4
Bayley Fritsch,3.5,0.33333333333333337,0.2,0.14285714285714288,0.10000000000000002
Bayley Fritsch,4.5,0,0,0,0
Bayley Fritsch,5.5,0,0,0,0
Beau McCreery,0.5,0.33333333333333337,0.2,0.2857142857142857,0.3
Beau McCreery,1.5,0,0,0,0
Beau McCreery,2.5,0,0,0,0
Beau McCreery,3.5,0,0,0,0
Beau McCreery,4.5,0,0,0,0
Beau McCreery,5.5,0,0,0,0
Ben Ainsworth,0.5,1,0.8,0.8571428571428571,0.7
Ben Ainsworth,1,0.33333333333333337,0.2,0.2857142857142857,0.3
Ben Ainsworth,1.5,0.33333333333333337,0.2,0.2857142857142857,0.3
Ben Ainsworth,2.5,0.33333333333333337,0.2,0.14285714285714288,0.1
Ben Ainsworth,3.5,0,0,0,0
