player_name,line,emp_prob_last_3,emp_prob_last_5,emp_prob_last_7,emp_prob_last_10
Scott Pendlebury,0.5,0.6666666666666666,0.6,0.7142857142857143,0.8
Scott Pendlebury,1.5,0.6666666666666666,0.6,0.7142857142857143,0.7
Scott Pendlebury,2.5,0.6666666666666666,0.6,0.7142857142857143,0.7
Scott Pendlebury,3.5,0.6666666666666666,0.6,0.7142857142857143,0.7
Scott Pendlebury,4.5,0.3333333333333333,0.4,0.5714285714285714,0.6
Scott Pendlebury,5.5,0,0,0.14285714285714285,0.3
Scott Pendlebury,6.5,0,0,0.14285714285714285,0.2
Scott Pendlebury,7.5,0,0,0.14285714285714285,0.1
Scott Pendlebury,8.5,0,0,0,0
Scott Pendlebury,9.5,0,0,0,0
Scott Pendlebury,10.5,0,0,0,0
Scott Pendlebury,11.5,0,0,0,0
Scott Pendlebury,12.5,0,0,0,0
Dayne Zorko,0.5,1,1,1,0.9
Dayne Zorko,1.5,1,0.8,0.7142857142857143,0.7
Dayne Zorko,2.5,1,0.8,0.5714285714285714,0.5
Dayne Zorko,3.5,0.6666666666666666,0.4,0.2857142857142857,0.3
Dayne Zorko,4.5,0.3333333333333333,0.2,0.14285714285714285,0.2
Dayne Zorko,5.5,0.3333333333333333,0.2,0.14285714285714285,0.2
Dayne Zorko,6.5,0.3333333333333333,0.2,0.14285714285714285,0.1
Dayne Zorko,7.5,0.3333333333333333,0.2,0.14285714285714285,0.1
Dayne Zorko,8.5,0,0,0,0
Dayne Zorko,9.5,0,0,0,0
Dayne Zorko,10.5,0,0,0,0
Dayne Zorko,11.5,0,0,0,0
Dayne Zorko,12.5,0,0,0,0
Patrick Dangerfield,0.5,1,1,1,1
Patrick Dangerfield,1.5,1,0.8,0.8571428571428571,0.9
Patrick Dangerfield,2.5,0.3333333333333333,0.2,0.14285714285714285,0.3
Patrick Dangerfield,3.5,0.3333333333333333,0.2,0.14285714285714285,0.1
Patrick Dangerfield,4.5,0.3333333333333333,0.2,0.14285714285714285,0.1
Patrick Dangerfield,5.5,0,0,0,0
Patrick Dangerfield,6.5,0,0,0,0
Patrick Dangerfield,7.5,0,0,0,0
Patrick Dangerfield,8.5,0,0,0,0
Patrick Dangerfield,9.5,0,0,0,0
Patrick Dangerfield,10.5,0,0,0,0
Patrick Dangerfield,11.5,0,0,0,0
Patrick Dangerfield,12.5,0,0,0,0
Rhys Stanley,0.5,1,1,1,1
Rhys Stanley,1.5,1,0.6,0.5714285714285714,0.6
Rhys Stanley,2.5,0.6666666666666666,0.4,0.2857142857142857,0.3
Rhys Stanley,3.5,0.3333333333333333,0.2,0.14285714285714285,0.1
Rhys Stanley,4.5,0.3333333333333333,0.2,0.14285714285714285,0.1
Rhys Stanley,5.5,0,0,0,0
Rhys Stanley,6.5,0,0,0,0
Rhys Stanley,7.5,0,0,0,0
Rhys Stanley,8.5,0,0,0,0
Rhys Stanley,9.5,0,0,0,0
Rhys Stanley,10.5,0,0,0,0
Rhys Stanley,11.5,0,0,0,0
Rhys Stanley,12.5,0,0,0,0
Taylor Walker,0.5,0.6666666666666666,0.4,0.42857142857142855,0.3
Taylor Walker,1.5,0.3333333333333333,0.2,0.14285714285714285,0.1
Taylor Walker,2.5,0,0,0,0
Taylor Walker,3.5,0,0,0,0
Taylor Walker,4.5,0,0,0,0
Taylor Walker,5.5,0,0,0,0
Taylor Walker,6.5,0,0,0,0
Taylor Walker,7.5,0,0,0,0
Taylor Walker,8.5,0,0,0,0
Taylor Walker,9.5,0,0,0,0
Taylor Walker,10.5,0,0,0,0
Taylor Walker,11.5,0,0,0,0
Taylor Walker,12.5,0,0,0,0
Jake Melksham,0.5,0.3333333333333333,0.4,0.5714285714285714,0.7
Jake Melksham,1.5,0,0.2,0.42857142857142855,0.5
Jake Melksham,2.5,0,0.2,0.14285714285714285,0.2
Jake Melksham,3.5,0,0,0,0
Jake Melksham,4.5,0,0,0,0
Jake Melksham,5.5,0,0,0,0
Jake Melksham,6.5,0,0,0,0
Jake Melksham,7.5,0,0,0,0
Jake Melksham,8.5,0,0,0,0
Jake Melksham,9.5,0,0,0,0
Jake Melksham,10.5,0,0,0,0
Jake Melksham,11.5,0,0,0,0
Jake Melksham,12.5,0,0,0,0
Steele Sidebottom,0.5,0.6666666666666666,0.6,0.7142857142857143,0.8
Steele Sidebottom,1.5,0.6666666666666666,0.6,0.7142857142857143,0.8
Steele Sidebottom,2.5,0.3333333333333333,0.4,0.5714285714285714,0.7
Steele Sidebottom,3.5,0,0.2,0.2857142857142857,0.5
Steele Sidebottom,4.5,0,0,0.14285714285714285,0.3
Steele Sidebottom,5.5,0,0,0.14285714285714285,0.3
Steele Sidebottom,6.5,0,0,0.14285714285714285,0.2
Steele Sidebottom,7.5,0,0,0,0.1
Steele Sidebottom,8.5,0,0,0,0.1
Steele Sidebottom,9.5,0,0,0,0.1
Steele Sidebottom,10.5,0,0,0,0
Steele Sidebottom,11.5,0,0,0,0
Steele Sidebottom,12.5,0,0,0,0
Steven May,0.5,0.6666666666666666,0.6,0.5714285714285714,0.7
Steven May,1.5,0,0,0,0.1
Steven May,2.5,0,0,0,0
Steven May,3.5,0,0,0,0
Steven May,4.5,0,0,0,0
Steven May,5.5,0,0,0,0
Steven May,6.5,0,0,0,0
Steven May,7.5,0,0,0,0
Steven May,8.5,0,0,0,0
Steven May,9.5,0,0,0,0
Steven May,10.5,0,0,0,0
Steven May,11.5,0,0,0,0
Steven May,12.5,0,0,0,0
Tom Campbell,0.5,1,1,0.8571428571428571,0.8
Tom Campbell,1.5,0.6666666666666666,0.4,0.2857142857142857,0.4
Tom Campbell,2.5,0.6666666666666666,0.4,0.2857142857142857,0.4
Tom Campbell,3.5,0.3333333333333333,0.2,0.14285714285714285,0.2
Tom Campbell,4.5,0,0,0,0
Tom Campbell,5.5,0,0,0,0
